currency_from,currency_to,exchange_rate
MXN,NPR,6.137892
MXN,NZD,0.0784
MXN,OMR,0.018501
MXN,PAB,0.04806
MXN,PEN,0.190126
MXN,PGK,0.171518
MXN,PHP,2.706973
MXN,PKR,10.070935
MXN,PLN,0.230987
MXN,PYG,329.758882
MXN,QAR,0.174972
MXN,RON,0.236871
MXN,RSD,5.625166
MXN,RUB,2.800447
MXN,RWF,49.55908
MXN,SAR,0.180397
MXN,SBD,0.392133
MXN,SCR,0.62934
MXN,SDG,21.937381
MXN,SEK,0.508133
MXN,SGD,0.067427
MXN,SHP,0.066192
MXN,SLL,632.894197
MXN,SOS,28.088516
MXN,SRD,1.080462
MXN,STD,994.65697
MXN,SVC,0.420526
MXN,SYP,120.741483
MXN,SZL,0.823627
MXN,THB,1.757327
MXN,TJS,0.496214
MXN,TMT,0.168676
MXN,TND,0.147219
MXN,TOP,0.113575
MXN,TRY,0.839491
MXN,TTD,0.325451
MXN,TWD,1.438486
MXN,TZS,112.066005
MXN,UAH,1.418876
MXN,UGX,180.946807
MXN,USD,0.048056
MXN,UYU,1.971653
MXN,UZS,525.524866
MXN,VND,1125.46563
MXN,VUV,5.713637
MXN,WST,0.130758
MXN,XAF,31.475292
MXN,XAG,0.002605
MXN,XAU,2.8074292e-05
MXN,XCD,0.129873
MXN,XDR,0.036636
MXN,XOF,31.474192
MXN,XPF,5.437516
MXN,YER,12.025939
MXN,ZAR,0.823522
MXN,ZMK,432.559551
MXN,ZMW,0.788661
MXN,ZWL,15.473931
SEK,AED,0.347376
SEK,AFN,8.322245
SEK,ALL,11.071868
SEK,AMD,39.023693
SEK,ANG,0.170458
SEK,AOA,40.913889
SEK,ARS,12.106675
SEK,AUD,0.140014
SEK,AWG,0.169995
SEK,AZN,0.160755
SEK,BAM,0.184684
SEK,BBD,0.190967
SEK,BDT,8.885897
SEK,BGN,0.184506
SEK,BHD,0.035652
SEK,BIF,194.714795
SEK,BMD,0.094573
SEK,BND,0.13278
SEK,BOB,0.65119
SEK,BRL,0.512993
SEK,BSD,0.094582
SEK,BTC,4.598857e-06
SEK,BTN,7.549579
SEK,BWP,1.210253
SEK,BYN,0.238727
SEK,BYR,1853.63302
SEK,BZD,0.190646
SEK,CAD,0.12399
SEK,CDF,189.382898
SEK,CHF,0.092985
SEK,CLF,0.003459
SEK,CLP,95.456401
SEK,CNY,0.638955
SEK,COP,424.822425
SEK,CRC,64.837886
SEK,CUC,0.094573
SEK,CUP,2.506188
SEK,CVE,10.412122
SEK,CZK,2.307386
SEK,DJF,16.807544
SEK,DKK,0.702063
SEK,DOP,5.164174
SEK,DZD,13.915735
SEK,EGP,1.785342
SEK,ERN,1.418597
SEK,ETB,4.935996
SEK,EUR,0.094334
SEK,FJD,0.210728
SEK,FKP,0.079662
SEK,GBP,0.079883
SEK,GEL,0.278058
SEK,GGP,0.079662
SEK,GHS,0.768447
SEK,GIP,0.079662
SEK,GMD,5.11546
SEK,GNF,820.797948
SEK,GTQ,0.732061
SEK,GYD,19.788114
SEK,HKD,0.742379
SEK,HNL,2.32528
SEK,HRK,0.708844
SEK,HTG,10.959905
SEK,HUF,38.363111
SEK,IDR,1422.909233
SEK,ILS,0.330924
SEK,IMP,0.079662
SEK,INR,7.554363
SEK,IQD,138.04275
SEK,IRR,4005.171377
SEK,ISK,13.122041
SEK,JEP,0.079662
SEK,JMD,14.357455
SEK,JOD,0.067052
SEK,JPY,13.142873
SEK,KES,11.178699
SEK,KGS,7.670149
SEK,KHR,386.177481
SEK,KMF,43.941034
SEK,KPW,85.115801
SEK,KRW,124.539076
SEK,KWD,0.029138
SEK,KYD,0.078822
SEK,KZT,45.374811
SEK,LAK,1421.505188
SEK,LBP,143.025899
SEK,LKR,34.142603
SEK,LRD,14.422508
SEK,LSL,1.498007
SEK,LTL,0.27925
SEK,LVL,0.057206
SEK,LYD,0.460939
SEK,MAD,0.978398
SEK,MDL,1.826797
SEK,MGA,388.980206
SEK,MKD,5.816907
SEK,MMK,175.116987
SEK,MNT,297.400286
SEK,MOP,0.764725
SEK,MRO,33.762585
SEK,MUR,4.260526
SEK,MVR,1.451688
SEK,MWK,97.081402
SEK,MXN,1.967988
SEK,MYR,0.42028
SEK,MZN,6.036615
SEK,NAD,1.498061
SEK,NGN,39.279013
SEK,NIO,3.391189
SEK,NOK,0.967549
SEK,NPR,12.079295
SEK,NZD,0.15429
SEK,OMR,0.03641
SEK,PAB,0.094582
SEK,PEN,0.374166
SEK,PGK,0.337545
SEK,PHP,5.327289
SEK,PKR,19.819474
SEK,PLN,0.45458
SEK,PYG,648.961364
SEK,QAR,0.344344
SEK,RON,0.46616
SEK,RSD,11.070257
SEK,RUB,5.511245
SEK,RWF,97.531651
SEK,SAR,0.355019
SEK,SBD,0.771714
SEK,SCR,1.238534
SEK,SDG,43.172492
SEK,SEK,1
SEK,SGD,0.132695
SEK,SHP,0.130265
SEK,SLL,1245.527881
SEK,SOS,55.277849
SEK,SRD,2.126335
SEK,STD,1957.472503
SEK,SVC,0.827589
SEK,SYP,237.617731
SEK,SZL,1.620888
SEK,THB,3.458397
SEK,TJS,0.976544
SEK,TMT,0.331952
SEK,TND,0.289725
SEK,TOP,0.223514
SEK,TRY,1.652107
SEK,TTD,0.640484
SEK,TWD,2.830923
SEK,TZS,220.5445
SEK,UAH,2.79233
SEK,UGX,356.101059
SEK,USD,0.094573
SEK,UYU,3.880189
SEK,UZS,1034.226377
SEK,VND,2214.902313
SEK,VUV,11.244367
SEK,WST,0.257331
SEK,XAF,61.942981
SEK,XAG,0.005126
SEK,XAU,5.5249857e-05
SEK,XCD,0.255589
SEK,XDR,0.072098
SEK,XOF,61.940817
SEK,XPF,10.700963
SEK,YER,23.666898
SEK,ZAR,1.62068
SEK,ZMK,851.271797
SEK,ZMW,1.552076
SEK,ZWL,30.452504
SGD,AED,2.617845
SGD,AFN,62.716895
SGD,ALL,83.438206
SGD,AMD,294.084688
SGD,ANG,1.284583
SGD,AOA,308.32931
SGD,ARS,91.236569
SGD,AUD,1.055154
SGD,AWG,1.281093
SGD,AZN,1.211456
SGD,BAM,1.391786
SGD,BBD,1.439137
SGD,BDT,66.964607
SGD,BGN,1.39045
SGD,BHD,0.268677
SGD,BIF,1467.381362
SGD,BMD,0.712708
SGD,BND,1.000638
SGD,BOB,4.907403
SGD,BRL,3.865942
SGD,BSD,0.712772
SGD,BTC,3.4657239e-05
SGD,BTN,56.894037
SGD,BWP,9.12053
SGD,BYN,1.799063
SGD,BYR,13969.080022
SGD,BZD,1.436717
SGD,CAD,0.934396
SGD,CDF,1427.199897
SGD,CHF,0.700737
SGD,CLF,0.026071
SGD,CLP,719.364669
SGD,CNY,4.815199
SGD,COP,3201.485074
SGD,CRC,488.621861
SGD,CUC,0.712708
SGD,CUP,18.886766
SGD,CVE,78.46632
SGD,CZK,17.388585
SGD,DJF,126.662571
SGD,DKK,5.290788
SGD,DOP,38.917495
SGD,DZD,104.869743
SGD,EGP,13.454434
SGD,ERN,10.690622
SGD,ETB,37.197939
SGD,EUR,0.710909
SGD,FJD,1.588055
SGD,FKP,0.60034
SGD,GBP,0.602
SGD,GEL,2.095459
SGD,GGP,0.60034
SGD,GHS,5.791058
SGD,GIP,0.60034
SGD,GMD,38.550387
SGD,GNF,6185.578315
SGD,GTQ,5.516852
SGD,GYD,149.124309
SGD,HKD,5.594606
SGD,HNL,17.523441
SGD,HRK,5.34189
SGD,HTG,82.594443
SGD,HUF,289.106505
SGD,IDR,10723.121958
SGD,ILS,2.493859
SGD,IMP,0.60034
SGD,INR,56.930095
SGD,IQD,1040.297729
SGD,IRR,30183.190982
SGD,ISK,98.888417
SGD,JEP,0.60034
SGD,JMD,108.198564
SGD,JOD,0.505308
SGD,JPY,99.04541
SGD,KES,84.24329
SGD,KGS,57.802664
SGD,KHR,2910.254656
SGD,KMF,331.142038
SGD,KPW,641.437342
SGD,KRW,938.533301
SGD,KWD,0.219582
SGD,KYD,0.594006
SGD,KZT,341.94706
SGD,LAK,10712.541
SGD,LBP,1077.851009
SGD,LKR,257.300528
SGD,LRD,108.688807
SGD,LSL,11.289065
SGD,LTL,2.104442
SGD,LVL,0.43111
SGD,LYD,3.473661
SGD,MAD,7.373263
SGD,MDL,13.766841
SGD,MGA,2931.376152
SGD,MKD,43.836531
SGD,MMK,1319.691214
SGD,MNT,2241.224851
SGD,MOP,5.763009
SGD,MRO,254.436692
SGD,MUR,32.107558
SGD,MVR,10.939998
SGD,MWK,731.610765
SGD,MXN,14.830862
SGD,MYR,3.167252
SGD,MZN,45.492259
SGD,NAD,11.28947
SGD,NGN,296.008795
SGD,NIO,25.556186
SGD,NOK,7.291504
SGD,NPR,91.030232
SGD,NZD,1.162741
SGD,OMR,0.274386
SGD,PAB,0.712772
SGD,PEN,2.819734
SGD,PGK,2.54376
SGD,PHP,40.146743
SGD,PKR,149.360645
SGD,PLN,3.425739
SGD,PYG,4890.608406
SGD,QAR,2.594992
SGD,RON,3.513008
SGD,RSD,83.42606
SGD,RUB,41.533046
SGD,RWF,735.003868
SGD,SAR,2.675439
SGD,SBD,5.815676
SGD,SCR,9.333659
SGD,SDG,325.350269
SGD,SEK,7.536055
SGD,SGD,1
SGD,SHP,0.981687
SGD,SLL,9386.366366
SGD,SOS,416.576897
SGD,SRD,16.024176
SGD,STD,14751.620051
SGD,SVC,6.236757
SGD,SYP,1790.70024
SGD,SZL,12.215099
SGD,THB,26.06267
SGD,TJS,7.359288
SGD,TMT,2.501606
SGD,TND,2.183383
SGD,TOP,1.684416
SGD,TRY,12.450368
SGD,TTD,4.826726
SGD,TWD,21.333993
SGD,TZS,1662.035435
SGD,UAH,21.043151
SGD,UGX,2683.597092
SGD,USD,0.712708
SGD,UYU,29.241317
SGD,UZS,7793.986655
SGD,VND,16691.62521
SGD,VUV,84.738168
SGD,WST,1.939258
SGD,XAF,466.805701
SGD,XAG,0.038627
SGD,XAU,0.000416
SGD,XCD,1.92613
SGD,XDR,0.543338
SGD,XOF,466.789388
SGD,XPF,80.643043
SGD,YER,178.355037
SGD,ZAR,12.213535
SGD,ZMK,6415.230912
SGD,ZMW,11.696527
SGD,ZWL,229.491738
THB,AED,0.100444
THB,AFN,2.406388
THB,ALL,3.201445
THB,AMD,11.283751
THB,ANG,0.049288
THB,AOA,11.830304
THB,ARS,3.500661
THB,AUD,0.040485
THB,AWG,0.049154
THB,AZN,0.046482
THB,BAM,0.053402
THB,BBD,0.055218
THB,BDT,2.569369
THB,BGN,0.05335
THB,BHD,0.010309
THB,BIF,56.302036
THB,BMD,0.027346
THB,BND,0.038394
THB,BOB,0.188292
THB,BRL,0.148333
THB,BSD,0.027348
THB,BTC,1.329765e-06
THB,BTN,2.18297
THB,BWP,0.349946
THB,BYN,0.069028
THB,BYR,535.980397
THB,BZD,0.055125
THB,CAD,0.035852
THB,CDF,54.760311
THB,CHF,0.026887
THB,CLF,0.001
THB,CLP,27.601342
THB,CNY,0.184755
THB,COP,122.837956
THB,CRC,18.747959
THB,CUC,0.027346
THB,CUP,0.724667
THB,CVE,3.010679
THB,CZK,0.667184
THB,DJF,4.859923
THB,DKK,0.203003
THB,DOP,1.493228
THB,DZD,4.023753
THB,EGP,0.516234
THB,ERN,0.410189
THB,ETB,1.42725
THB,EUR,0.027277
THB,FJD,0.060932
THB,FKP,0.023034
THB,GBP,0.023098
THB,GEL,0.080401
THB,GGP,0.023034
THB,GHS,0.222197
THB,GIP,0.023034
THB,GMD,1.479142
THB,GNF,237.334793
THB,GTQ,0.211676
THB,GYD,5.721759
THB,HKD,0.21466
THB,HNL,0.672358
THB,HRK,0.204963
THB,HTG,3.169071
THB,HUF,11.092743
THB,IDR,411.436054
THB,ILS,0.095687
THB,IMP,0.023034
THB,INR,2.184354
THB,IQD,39.915241
THB,IRR,1158.100509
THB,ISK,3.794255
THB,JEP,0.023034
THB,JMD,4.151477
THB,JOD,0.019388
THB,JPY,3.800279
THB,KES,3.232335
THB,KGS,2.217834
THB,KHR,111.66372
THB,KMF,12.705607
THB,KPW,24.611345
THB,KRW,36.010636
THB,KWD,0.008425
THB,KYD,0.022791
THB,KZT,13.120185
THB,LAK,411.030073
THB,LBP,41.356124
THB,LKR,9.872378
THB,LRD,4.170287
THB,LSL,0.433151
THB,LTL,0.080745
THB,LVL,0.016541
THB,LYD,0.133281
THB,MAD,0.282905
THB,MDL,0.528221
THB,MGA,112.474132
THB,MKD,1.681966
THB,MMK,50.635305
THB,MNT,85.993679
THB,MOP,0.221121
THB,MRO,9.762495
THB,MUR,1.231937
THB,MVR,0.419757
THB,MWK,28.071214
THB,MXN,0.569046
THB,MYR,0.121524
THB,MZN,1.745495
THB,NAD,0.433166
THB,NGN,11.357578
THB,NIO,0.980567
THB,NOK,0.279768
THB,NPR,3.492744
THB,NZD,0.044613
THB,OMR,0.010528
THB,PAB,0.027348
THB,PEN,0.108191
THB,PGK,0.097602
THB,PHP,1.540393
THB,PKR,5.730827
THB,PLN,0.131442
THB,PYG,187.648022
THB,QAR,0.099567
THB,RON,0.134791
THB,RSD,3.200979
THB,RUB,1.593584
THB,RWF,28.201404
THB,SAR,0.102654
THB,SBD,0.223142
THB,SCR,0.358124
THB,SDG,12.483382
THB,SEK,0.289151
THB,SGD,0.038369
THB,SHP,0.037666
THB,SLL,360.146005
THB,SOS,15.983662
THB,SRD,0.614832
THB,STD,566.005718
THB,SVC,0.239298
THB,SYP,68.707476
THB,SZL,0.468682
THB,THB,1
THB,TJS,0.282369
THB,TMT,0.095984
THB,TND,0.083774
THB,TOP,0.064629
THB,TRY,0.477709
THB,TTD,0.185197
THB,TWD,0.818565
THB,TZS,63.770729
THB,UAH,0.807406
THB,UGX,102.967084
THB,USD,0.027346
THB,UYU,1.121962
THB,UZS,299.047901
THB,VND,640.441882
THB,VUV,3.251323
THB,WST,0.074407
THB,XAF,17.910894
THB,XAG,0.001482
THB,XAU,1.5975568e-05
THB,XCD,0.073904
THB,XDR,0.020847
THB,XOF,17.910268
THB,XPF,3.094197
THB,YER,6.843314
THB,ZAR,0.468622
THB,ZMK,246.146346
THB,ZMW,0.448785
THB,ZWL,8.805381
USD,AED,3.673095
USD,AFN,87.998003
USD,ALL,117.07205
USD,AMD,412.629885
USD,ANG,1.802396
USD,AOA,432.616498
USD,ARS,128.013925
USD,AUD,1.480485
USD,AWG,1.7975
USD,AZN,1.699792
USD,BAM,1.952813
USD,BBD,2.019251
USD,BDT,93.957963
USD,BGN,1.950939
USD,BHD,0.37698
USD,BIF,2058.88109
USD,BMD,1
USD,BND,1.403994
USD,BOB,6.885572
USD,BRL,5.424299
USD,BSD,1.00009
USD,BTC,4.8627531e-05
USD,BTN,79.827958
USD,BWP,12.797004
USD,BYN,2.524263
USD,BYR,19600
USD,BZD,2.015856
USD,CAD,1.31105
USD,CDF,2002.502522
USD,CHF,0.983204
USD,CLF,0.036579
USD,CLP,1009.339735
USD,CNY,6.7562
USD,COP,4492
USD,CRC,685.584767
USD,CUC,1
USD,CUP,26.5
USD,CVE,110.096003
USD,CZK,24.397903
USD,DJF,177.720107
USD,DKK,7.423499
USD,DOP,54.605092
USD,DZD,147.142615
USD,EGP,18.877901
USD,ERN,15
USD,ETB,52.192385
USD,EUR,0.997475
USD,FJD,2.228198
USD,FKP,0.842337
USD,GBP,0.844665
USD,GEL,2.940136
USD,GGP,0.842337
USD,GHS,8.125427
USD,GIP,0.842337
USD,GMD,54.090003
USD,GNF,8678.977769
USD,GTQ,7.740689
USD,GYD,209.236146
USD,HKD,7.849785
USD,HNL,24.587119
USD,HRK,7.4952
USD,HTG,115.888168
USD,HUF,405.645003
USD,IDR,15045.6
USD,ILS,3.49913
USD,IMP,0.842337
USD,INR,79.87855
USD,IQD,1459.640539
USD,IRR,42350.000308
USD,ISK,138.750223
USD,JEP,0.842337
USD,JMD,151.81328
USD,JOD,0.708997
USD,JPY,138.9705
USD,KES,118.201663
USD,KGS,81.102851
USD,KHR,4083.374938
USD,KMF,464.625009
USD,KPW,899.999992
USD,KRW,1316.854988
USD,KWD,0.308096
USD,KYD,0.83345
USD,KZT,479.785524
USD,LAK,15030.753869
USD,LBP,1512.331503
USD,LKR,361.018073
USD,LRD,152.50114
USD,LSL,15.839674
USD,LTL,2.95274
USD,LVL,0.60489
USD,LYD,4.873889
USD,MAD,10.345416
USD,MDL,19.316239
USD,MGA,4113.010484
USD,MKD,61.506986
USD,MMK,1851.657214
USD,MNT,3144.659992
USD,MOP,8.086071
USD,MRO,356.999828
USD,MUR,45.050078
USD,MVR,15.349898
USD,MWK,1026.522217
USD,MXN,20.809165
USD,MYR,4.443967
USD,MZN,63.830136
USD,NAD,15.840242
USD,NGN,415.329597
USD,NIO,35.857855
USD,NOK,10.230701
USD,NPR,127.724413
USD,NZD,1.63144
USD,OMR,0.384991
USD,PAB,1.00009
USD,PEN,3.956365
USD,PGK,3.569146
USD,PHP,56.329848
USD,PKR,209.567748
USD,PLN,4.80665
USD,PYG,6862.00699
USD,QAR,3.641031
USD,RON,4.929097
USD,RSD,117.055009
USD,RUB,58.274969
USD,RWF,1031.283075
USD,SAR,3.753906
USD,SBD,8.159969
USD,SCR,13.096046
USD,SDG,456.498585
USD,SEK,10.57383
USD,SGD,1.403099
USD,SHP,1.377403
USD,SLL,13169.999776
USD,SOS,584.498562
USD,SRD,22.483502
USD,STD,20697.981008
USD,SVC,8.750786
USD,SYP,2512.529433
USD,SZL,17.138992
USD,THB,36.568502
USD,TJS,10.325808
USD,TMT,3.51
USD,TND,3.063502
USD,TOP,2.363403
USD,TRY,17.469097
USD,TTD,6.772374
USD,TWD,29.9337
USD,TZS,2331.999994
USD,UAH,29.525621
USD,UGX,3765.351972
USD,USD,1
USD,UYU,41.028457
USD,UZS,10935.733649
USD,VND,23420
USD,VUV,118.896025
USD,WST,2.72097
USD,XAF,654.974538
USD,XAG,0.054198
USD,XAU,0.000584
USD,XCD,2.70255
USD,XDR,0.762356
USD,XOF,654.951649
USD,XPF,113.15016
USD,YER,250.249746
USD,ZAR,17.136797
USD,ZMK,9001.203062
USD,ZMW,16.411383
USD,ZWL,321.999592
VND,AED,0.000157
VND,AFN,0.003757
VND,ALL,0.004999
VND,AMD,0.017619
VND,ANG,7.695971e-05
VND,AOA,0.018472
VND,ARS,0.005466
VND,AUD,6.321456e-05
VND,AWG,7.675064e-05
VND,AZN,7.2578643e-05
VND,BAM,8.3382276e-05
VND,BBD,8.6219083e-05
VND,BDT,0.004012
VND,BGN,8.3302249e-05
VND,BHD,1.6096506e-05
VND,BIF,0.087911
VND,BMD,4.2698548e-05
VND,BND,5.9948506e-05
VND,BOB,0.000294
VND,BRL,0.000232
VND,BSD,4.2702385e-05
VND,BTC,2.076e-09
VND,BTN,0.003409
VND,BWP,0.000546
VND,BYN,0.000108
VND,BYR,0.836892
VND,BZD,8.6074127e-05
VND,CAD,5.5979936e-05
VND,CDF,0.085504
VND,CHF,4.1981374e-05
VND,CLF,1.561891e-06
VND,CLP,0.043097
VND,CNY,0.000288
VND,COP,0.191802
VND,CRC,0.029273
VND,CUC,4.2698548e-05
VND,CUP,0.001132
VND,CVE,0.004701
VND,CZK,0.001042
VND,DJF,0.007588
VND,DKK,0.000317
VND,DOP,0.002332
VND,DZD,0.006283
VND,EGP,0.000806
VND,ERN,0.00064
VND,ETB,0.002229
VND,EUR,4.2590734e-05
VND,FJD,9.514081e-05
VND,FKP,3.5966567e-05
VND,GBP,3.6065969e-05
VND,GEL,0.000126
VND,GGP,3.5966567e-05
VND,GHS,0.000347
VND,GIP,3.5966567e-05
VND,GMD,0.00231
VND,GNF,0.37058
VND,GTQ,0.000331
VND,GYD,0.008934
VND,HKD,0.000335
VND,HNL,0.00105
VND,HRK,0.00032
VND,HTG,0.004948
VND,HUF,0.01732
VND,IDR,0.642425
VND,ILS,0.000149
VND,IMP,3.5966567e-05
VND,INR,0.003411
VND,IQD,0.062325
VND,IRR,1.808284
VND,ISK,0.005924
VND,JEP,3.5966567e-05
VND,JMD,0.006482
VND,JOD,3.0273142e-05
VND,JPY,0.005934
VND,KES,0.005047
VND,KGS,0.003463
VND,KHR,0.174354
VND,KMF,0.019839
VND,KPW,0.038429
VND,KRW,0.056228
VND,KWD,1.3155249e-05
VND,KYD,3.5587098e-05
VND,KZT,0.020486
VND,LAK,0.641791
VND,LBP,0.064574
VND,LKR,0.015415
VND,LRD,0.006512
VND,LSL,0.000676
VND,LTL,0.000126
VND,LVL,2.5827914e-05
VND,LYD,0.000208
VND,MAD,0.000442
VND,MDL,0.000825
VND,MGA,0.17562
VND,MKD,0.002626
VND,MMK,0.079063
VND,MNT,0.134272
VND,MOP,0.000345
VND,MRO,0.015243
VND,MUR,0.001924
VND,MVR,0.000655
VND,MWK,0.043831
VND,MXN,0.000889
VND,MYR,0.00019
VND,MZN,0.002725
VND,NAD,0.000676
VND,NGN,0.017734
VND,NIO,0.001531
VND,NOK,0.000437
VND,NPR,0.005454
VND,NZD,6.9660135e-05
VND,OMR,1.6438541e-05
VND,PAB,4.2702385e-05
VND,PEN,0.000169
VND,PGK,0.000152
VND,PHP,0.002405
VND,PKR,0.008948
VND,PLN,0.000205
VND,PYG,0.292998
VND,QAR,0.000155
VND,RON,0.00021
VND,RSD,0.004998
VND,RUB,0.002488
VND,RWF,0.044034
VND,SAR,0.00016
VND,SBD,0.000348
VND,SCR,0.000559
VND,SDG,0.019492
VND,SEK,0.000451
VND,SGD,5.9910284e-05
VND,SHP,5.8813128e-05
VND,SLL,0.56234
VND,SOS,0.024957
VND,SRD,0.00096
VND,STD,0.883774
VND,SVC,0.000374
VND,SYP,0.107281
VND,SZL,0.000732
VND,THB,0.001561
VND,TJS,0.000441
VND,TMT,0.00015
VND,TND,0.000131
VND,TOP,0.000101
VND,TRY,0.000746
VND,TTD,0.000289
VND,TWD,0.001278
VND,TZS,0.099573
VND,UAH,0.001261
VND,UGX,0.160775
VND,USD,4.2698548e-05
VND,UYU,0.001752
VND,UZS,0.46694
VND,VND,1
VND,VUV,0.005077
VND,WST,0.000116
VND,XAF,0.027966
VND,XAG,2.314159e-06
VND,XAU,2.4945e-08
VND,XCD,0.000115
VND,XDR,3.2551514e-05
VND,XOF,0.027965
VND,XPF,0.004831
VND,YER,0.010685
VND,ZAR,0.000732
VND,ZMK,0.384338
VND,ZMW,0.000701
VND,ZWL,0.013749
